"name","type","company","description","amount","notes"
"Sandrine Doucet","financial",,,,
"Sandrine Mazetier","financial",,,,
"Sauveur Gandolfi-Scheit","financial",,,,
"Sébastien Denaja","financial",,,,
"Sébastien Huyghe","financial",,,,
"Sébastien Pietrasanta","financial","Dexia","0,55 EUR",,
"Serge Bardy","financial",,,,
"Serge Dassault","financial","ADESTO TECHNOLOGIES CORPORATION - société de droit américain","4 815 035 EUR et 1 050 000 $ pour la dernière souscription",,
"Serge Dassault","financial","EUKARYS, SAS","64,995 EUR",,
"Serge Dassault","financial","Groupe Industriel Marcel Dassault","352403403 EUR valeur fiscale de l'usufruit","2013 : 628820 EUR (salaire) , 6404482 EUR (dividendes brut net de prélèvements sociaux pour le couple) , 25666 EUR (jetons de présence pour chaque époux)",
"Serge Dassault","financial","Groupement forestier de la Grande Haye","776250 EUR valeur de l'usufruit fiscal","37260 EUR",
"Serge Dassault","financial","GROUPEMENT FORESTIER DES DRYADES","396633 EUR valeur de l'usufruit fiscal",,
"Serge Dassault","financial","GROUPEMENT FORETS DURABLES","700 EUR",,
"Serge Dassault","financial","ISF SECURITE 2008","70,035 EUR",,
"Serge Dassault","financial","ISKANDIA - société de droit libanais inscrite au tribunal de 1ère instance de BEYROUTH",,,"Pour mémoire"
"Serge Dassault","financial","ROND POINT IMMOBILIER",,"2013 : 116 EUR pour le couple (dividende brut net de prélèvements sociaux)","Pour mémoire"
"Serge Dassault","financial","SCI","5523166 EUR",,
"Serge Dassault","financial","YSI CAPITAL","20000000 EUR",,
"Serge Dassault","financial","YSI CAPITAL","40000000 EUR",,
"Serge Grouard","financial",,,,
"Serge Janquin","financial",,,,
"Serge Larcher","financial",,,,
"Serge Letchimy","financial",,,,
"Sergio Coronado","financial",,,,
"Seybah Dagoma","financial",,,,
"Simon Sutour","financial","Accor","2551 EUR","64 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Air France- KLM","2088 EUR",,"Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Air Liquide","6938 EUR","102 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Alstom","2287 EUR",,"Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Amundi.Lat.Peac30","29807 EUR",,"Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Arcelormetal.Pro.Ens","707 EUR","8 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Areva","1405 EUR",,"Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Axa","2694 EUR","121 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Bastide le Confort","1454 EUR",,"Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Bouygues","1050 EUR","64 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Caisse Locale du Crédit Agricole de Nîmes ","80 EUR","1 EUR","534 parts sociales"
"Simon Sutour","financial","Cap Gemini","2074 EUR","44 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Carrefour","1378 EUR","37 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Crédit Agricole SA","1319 EUR","70 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Danone","1530 EUR","43 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","EDF","3691 EUR","44 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Edmed","1078 EUR","41 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Esso","305 EUR",,"Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","GDF Suez","3118 EUR","133 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Hermes INTL","2352 EUR",,"Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Lafarge","2392 EUR","45 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Laurent-Périer","1230 EUR","20 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Métropole TV","4433 EUR","204 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Renault","3056 EUR","94 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Saint-Gobain","1343 EUR","49 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Sanofi","2547 EUR","84 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Société Générale","1158 EUR","30 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Total","2290 EUR","90 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Trianon.Nb.FCP30","24324 EUR",,"Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Véolia Environnement","1333 EUR","70 EUR","Actions détenues dans  PEA  en 2014"
"Simon Sutour","financial","Vivendi","1737 EUR","93 EUR","Actions détenues dans  PEA  en 2014"
"Sonia Lagarde","financial","SARL  ARENCO","199/200 ","2012 : 2977500 FCIP  ",
"Sophie Dessus","financial",,,,
"Sophie Dion","financial","SA téléphérique Pleny","9200 EUR","460 EUR ",
"Sophie Errante","financial","Partenaire Hospitalier International (PHI)","49 211 EUR","2009 : 10 464 EUR",
"Sophie Joissains","financial",,,,
"Sophie Primas","financial","SARL Chateau de Mery ","124000 EUR d'apport initial (10113 parts à 1 EUR de VN)","3134 EUR",
"Sophie Rohfritsch","financial",,,,
"Stéphane Claireaux","financial","Azimuts SAS","7650 EUR",,"Contradiction avec l'onglet '01'"
"Stéphane Demilly","financial",,,,
"Stéphane Ravier","financial",,,,
"Stéphane Saint-André","financial",,,,
"Stéphane Travert","financial",,,,
"Stéphanie Riocreux","financial",,,,
"Suzanne Tallard","financial",,,,
"Sylvain Berrios","financial",,,,
"Sylviane Alaux","financial",,,,
"Sylviane Bulteau","financial",,,,
"Sylvie Andrieux","financial","SCI","120000 EUR",,
"Sylvie Andrieux","financial","SCI","230000 EUR",,
"Sylvie Andrieux","financial","SCI","2500 EUR",,
"Sylvie Goy-Chavent","financial",,,,
"Sylvie ROBERT","financial","ETHIC VISION OUEST AFRIQUE (EVOA)","3978 EUR",,
"Sylvie Tolmont","financial",,,,
"Thani Mohamed Soilihi","financial","SARL DELTAH IMMO","1200 EUR ",,
"Thani Mohamed Soilihi","financial","SCI","900 EUR",,
"Thierry Benoit","financial",,,,
"Thierry Carcenac","financial",,,,
"Thierry Foucaud","financial",,,,
"Thierry Lazaro","financial",,,,
"Thierry Mariani","financial",,,,
"Thierry Robert","financial","EURL DIOI (anciennement SARL IMMOI)","1000 EUR",,
"Thierry Robert","financial","EURL IRI"," - 12 751 EUR","Bilan déficitaire",
"Thierry Robert","financial","SARL BTPOI","500 EUR ",0,
"Thierry Robert","financial","SARL CLOI","500 EUR ",0,
"Thierry Robert","financial","SARL H2E  (Anciennement SARL Robert BTP)","    - 84 931 EUR","0 €",
"Thierry Robert","financial","SARL Les Cases Créoles (Anciennement SCCV  Les Cases Créoles)","1000 EUR ",,
"Thierry Robert","financial","SARL Robert Immobilier","222 478 EUR",,
"Thierry Robert","financial","SARL Robert Promotion","-11 967 EUR",,
"Thierry Robert","financial","SARL SRCL","        - 95 628 EUR",,
"Thierry Robert","financial","SCI",,,
"Thierry Robert","financial","SCI","1429178 EUR",,
"Thierry Robert","financial","SCI","589840 EUR",,
"Thierry Robert","financial","SCI","794750 EUR",,
"Thierry Robert","financial","SCI ","1000 EUR",,
"Thierry Robert","financial","SCI ","2 111 234 EUR",,
"Thierry Solère","financial",,,,
"Thomas Thévenoud","financial",,,,
"Valérie Boyer","financial",,,,
"Valérie Corre","financial",,,,
"Valérie Fourneyron","financial",,,,
"Valérie Lacroute","financial",,,,
"Valérie Létard","financial",,,,
"Valérie Pécresse","financial","Alstom",,,"Option de souscription et [?] impossible à évaluer aujourd'hui"
"Valérie Pécresse","financial","IMERYS","1200000 EUR","dividende",
"Valérie Rabault","financial",,,,
"Véronique Besse","financial",,,,
"Véronique Louwagie","financial",,,,
"Véronique Massonneau","financial",,,,
"Victorin Lurel","financial","SCI","260 500 EUR",,
"Vincent Burroni","financial",,,,
"Vincent Capo-Canellas","financial",,,,
"Vincent Delahaye","financial",,,,
"Vincent Eblé","financial",,,,
"Virginie Duby-Muller","financial",,,,
"Vivette Lopez","financial",,,,
"Viviane Le Dissez","financial",,,,
"William Dumas","financial",,,,
"Xavier Bertrand","financial",,,,
"Xavier Breton","financial","Union sportive Bressane Pays de l'Ain Rugby","1000 Eur",,
"Xavier Pintat","financial",,,,
"Yann Capet","financial",,,,
"Yann Galut","financial","SCP Galut Duivon Berthon ","40% (Capital de la SCP de 235 000 EUR)","2012 : 67119 EUR ",
"Yannick Botrel","financial",,,,
"Yannick Favennec","financial",,,,
"Yannick Moreau","financial","SCI","375 EUR (Participation au capital à la création)",,
"Yannick Vaugrenard","financial",,,,
"Yves Albarello","financial","SCI ","7500 EUR",,
"Yves Albarello","financial","SCI ","762 EUR","Variable en fonction des loyers encaissés",
"Yves Albarello","financial","Thierry Fecomme Consulting","12000 EUR",,
"Yves Blein","financial","Delta P Industrie","13000 EUR",,
"Yves Censi","financial",,,,
"Yves Daniel","financial","GAEC de la Chère","30 000 EUR","2880 EUR par an ","240 EUR par mois net "
"Yves Daudigny","financial",,,,
"Yves Détraigne","financial","Aéroport de Paris","760,05 EUR",,
"Yves Détraigne","financial","Autres","45003 EUR",,
"Yves Détraigne","financial","Crédit Agricole","1834,4 EUR",,
"Yves Détraigne","financial","EDF","1312,23 EUR",,
"Yves Détraigne","financial","GDF Suez","813,8 EUR",,
"Yves Détraigne","financial","illisible CA","68437,93 EUR",,
"Yves Détraigne","financial","Natixis","234,70 EUR",,
"Yves Détraigne","financial","Technicolor","3,8 EUR",,
"Yves Durand","financial",,,,
"Yves Foulon","financial","SCP AVOCAGIR","Une part en industrie",,
"Yves Fromion","financial",,,,
"Yves Goasdoué","financial",,,,
"Yves Jégo","financial",,,,
"Yves Nicolin","financial",,,,
"Yves Pozzo di Borgo","financial",,,,
"Yves Rome","financial",,,,
"Yvon Collin","financial",,,,
"Abdourahamane Soilihi","spouse",,"Agent communal exerçant dans le service d'état civil",,
"Agnès Canayer","spouse",,"Directeur général des services de la ville de (nom masqué) (76)",,
"Alain Anziani","spouse",,"Cadre chez Orange Bordeaux",,
"Alain Bertrand","spouse",,"Contrôleur des Impôts à MENDE",,
"Alain Bocquet","spouse",,,,
"Alain Calmette","spouse",,,,
"Alain Chatillon","spouse",,,,
"Alain Chrétien","spouse",,,,
"Alain Claeys","spouse",,"Directrice communication AFP",,
"Alain Dufaut","spouse",,,,
"Alain Duran","spouse",,"Infirmière ",,
"Alain Fauré","spouse",,"Comptable",,
"Alain Fouché","spouse",,,,
"Alain Gest","spouse",,,,
"Alain Gournac","spouse",,,,
"Alain Houpert","spouse",,,,
"Alain Joyandet","spouse",,,,
"Alain Leboeuf","spouse",,"Enseignante en management BTS",,
"Alain Marc","spouse",,"Adjointe aux cadres à l'EHPAD (statut de fonctionnaire hospitalier)",,
"Alain Marleix","spouse",,,,
"Alain Marsaud","spouse",,,,
"Alain Marty","spouse",,"Médecin hospitalier Radiologue au Centre hospitalier St Nicolas",,
"Alain Milon","spouse",,,,
"Alain Moyne-Bressand","spouse",,,,
"Alain Néri","spouse",,,,
"Alain Richard","spouse",,"Loueur en meublé non professionnel (2 petits appartements à Paris)",,
"Alain Rodet","spouse",,,,
"Alain Rousset","spouse",,"Enseignante",,"retraitée depuis oct. 2013"
"Alain Suguenot","spouse",,"Collaborateur chambres d'hôtes",,
"Alain Tourret","spouse",,"Artiste lyrique",,
"Alain Vasselle","spouse",,"Retraitée",,
"Albéric de Montgolfier","spouse",,,,
"Alex Türk","spouse",,,,
"Alexis Bachelay","spouse",,"Comptable Société KLESIA",,
"Alfred Marie-Jeanne","spouse",,,,
"Aline Archimbaud","spouse",,"Vice-Président de la Commission Nationale du Débat Public",,
"André Chassaigne","spouse",,,,
"André Jean Gattolin","spouse",,,,
"André Reichardt","spouse",,"Avocat",,
"André Santini","spouse",,,,
"André Schneider","spouse",,,,
"André Trillard","spouse",,,,
"Anne Chain-Larché","spouse",,"Publication à venir",,
"Anne Emery-Dumas","spouse",,,,
"Anne Grommerch","spouse",,"Expert automobile",,
"Anne-Catherine Loisier","spouse",,,,
"Anne-Christine Lang","spouse",,,,
"Anne-Lise Dufour-Tonini","spouse",,"Agent de maîtrise secteur public",,
"Anne-Yvonne Le Dain","spouse",,"Directeur de Recherche CNRS (DR Exe)",,
"Annick Billon","spouse",,"expert comptable",,
"Annick Le Loch","spouse",,,,
"Annick Lepetit","spouse",,"Journaliste",,
"Annie David","spouse",,"Agent de maintenance salarié du secteur privé",,
"Annie Genevard","spouse",,"Pharmacien d'officine Gérant de la SELARL",,
"Annie Guillemot","spouse",,"Ingénieur en chef - Directeur des Bâtiments",,
"Annie Le Houerou","spouse",,"Attaché principal de préfecture Directeur des relations avec les collectivités territoriales",,
"Antoine Herth","spouse",,"Ingénieure Principale de la fonction publique territoriale",,
"Antoine Karam","spouse",,"Attachée territoriale au Conseil Régional de la Guyane",,
"Antoine Lefevre","spouse",,,,
"Arlette Grosskost","spouse",,"Président Directeur Général UNISTO",,
"Armand Jung","spouse",,"Retraitée de l'Education Nationale",,
"Arnaud Leroy","spouse",,"Fonctionnaire UE dans le domaine des RH",,
"Arnaud Richard","spouse",,"Directrice du parcours pédagogique et de l'insertion à EPIDE",,
"Arnaud Robinet","spouse",,"Psychologue - Activité libérale",,
"Arnaud Viala","spouse",,"PUBLICATION A VENIR",,
"Ary Chalus","spouse",,,,
"Audrey Linkenheld","spouse",,"Directeur d'une agence HLM",,
"Aurélie Filippetti","spouse",,,,
"Axel Poniatowski","spouse",,"Propriétaire - Exploitante viticole",,
"Barbara Pompili","spouse",,"Conseiller Principal d'Education à Amiens",,
"Barbara Pompili","spouse",,"Vice-président du Conseil régional de Picardie",,
"Barbara Romagnan","spouse",,"Employé de banque au Crédit Agricole",,
"Bariza Khiari","spouse",,"Retraité",,
"Béatrice Santais","spouse",,"Cadre de la Fonction Publique Territoriale",,
"Benoist Apparu","spouse",,,,
"Benoît Hamon","spouse",,"Chargée de mission auprès du Secrétaire général du groupe LVMH",,
"Benoît Huré","spouse",,"Médecin généraliste retraitée",,
"Bérengère Poletti","spouse",,,,
"Bernadette Laclais","spouse",,,,
"Bernard Accoyer","spouse",,,,
"Bernard Brochand","spouse",,,,
"Bernard Cazeau","spouse",,,,
"Bernard Debré","spouse",,,,
"Bernard Deflesselles","spouse",,"Secrétaire",,
"Bernard Delcros","spouse",,"PUBLICATION A VENIR",,
"Bernard Fournier","spouse",,,,
"Bernard Gérard","spouse",,,,
"Bernard Lalande","spouse",,"Assistante confirmée",,
"Bernard Lesterlin","spouse",,,,
"Bernard Perrut","spouse",,"Collaborateur parlementaire",,
"Bernard Reynès","spouse",,"Dermatologue",,
"Bernard Roman","spouse",,"Chargée de mission au Cabinet du Président de l'Assemblée nationale",,
"Bernard Saugey","spouse",,,,
"Bertrand Pancher","spouse",,,,
"Boinali Said","spouse",,"Professeur des écoles (Mayotte)",,
"Brigitte Allain","spouse",,"Exploitant agricole",,
"Brigitte Bourguignon","spouse",,,,
"Brigitte Gonthier-Maurin","spouse",,,,
"Brigitte Micouleau","spouse",,"Président de la SAS La grillée",,
"Bruno Gilles","spouse",,"Cadre à Pôle emploi",,
"Bruno Le Maire","spouse",,"Activité indépendante",,
"Bruno Le Roux","spouse",,,,
"Bruno Nestor Azerot","spouse",,"Salariée",,
"Bruno Retailleau","spouse",,"Médecin scolaire de l'Education Nationale",,
"Bruno Sido","spouse",,"Collaborateur parlementaire",,
"Camille de Rocca Serra","spouse",,,,
"Carlos Da Silva","spouse",,,,
"Carole Delga","spouse",,"PUBLICATION A VENIR",,
"Caroline Cayeux","spouse",,"Retraité",,
"Catherine Beaubatie","spouse",,,,
"Catherine Coutelle","spouse",,"Retraité",,
"Catherine Deroche","spouse",,"Médecin retraité, exerçant des activités de remplaçant",,
"Catherine Di Folco","spouse",,"Retraité de l'Education Nationale",,
"Catherine Génisson","spouse",,,,
"Catherine Lemorton","spouse",,"Ingénieur (Entreprise : ONERA)",,
"Catherine Morin-Desailly","spouse",,,,
"Catherine Procaccia","spouse",,,,
"Catherine Quéré","spouse",,"Collaborateur parlementaire à mi-temps",,
"Catherine Tasca","spouse",,,,
"Catherine Troallic","spouse",,,,
"Catherine Troendlé","spouse",,"Retraité (laborantin chimiste) et professeur de Yoga",,
,"spouse",,,,
"Catherine Vautrin","spouse",,"Professeur des Universités, Praticien Hospitalier. Chef de service médecine interne",,
"Cécile Cukierman","spouse",,"Enseignant Second degré",,
"Cécile Duflot","spouse",,"Photographe statut : auteur photographe",,
"Cécile Untermaier","spouse",,"Maire de la commune de Montceaux-Ragny (45 habitants)",,
"Cécile Untermaier","spouse",,"Président de la Société Nationale de Protection de la Nature, de Bourgogne Environnement Nature , Société française de protection de l'environnement  (aucune gratification)",,
"Cécile Untermaier","spouse",,"Professeur émérite d'Université Jean Moulin, Lyon 3, section Droit public (Ancien directeur de l'institut de droit de l'environnement)",,
"Jean-Marc Germain","spouse",,"Adjointe au Conseil de Paris ",,
"Jean-Marc Germain","spouse",,"Conseillère régionale",,
"Céleste Lett","spouse",,"Collaborateur parlementaire",,
"Céleste Lett","spouse",,"Retraité",,
"Chantal Berthelot","spouse",,,,
"Chantal Deseyne","spouse",,"Agriculteur",,
"Chantal Guittet","spouse",,"Retraité de l'Education Nationale",,
"Chantal Jouanno","spouse",,"Directeur des Achats Groupe Pernod Ricard",,
